# Date:     2016-10-04 23:35:14
# Database: cvs
# Target:   all_t2cep
# Query:    (type='BLHer' or type='RVTau' or type='WVir' or type='pWVir') 
# Objects:  603
# Columns:
ID	Field	StarID	RA	Decl	Type	I	V	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1
OGLE-BLG-T2CEP-330	BLG221.2	116155	 18:16:23.49	-28:19:48.4	BLHer	12.769	-99.99	1.7247389	0.0000549	5001.18158	0.579	0.325	5.277	0.146	3.624
OGLE-BLG-T2CEP-331	BLG261.5	61211	 18:18:07.85	-25:07:42.7	BLHer	14.433	15.678	1.6362456	0.0000055	5001.60110	0.625	0.384	4.201	0.096	1.358
OGLE-BLG-T2CEP-332	BLG246.2	37238	 18:18:56.83	-26:36:19.0	BLHer	15.773	17.108	1.1397112	0.0000075	5000.52563	0.551	0.250	4.623	0.112	3.649
OGLE-BLG-T2CEP-333	BLG261.3	114858	 18:19:39.99	-25:13:40.0	WVir	14.326	15.808	5.7136422	0.0005380	5005.52521	0.193	0.202	1.169	0.031	0.494
OGLE-BLG-T2CEP-334	BLG263.8	53413	 18:23:11.90	-25:35:45.7	BLHer	14.366	15.555	2.0982304	0.0001019	5002.04313	0.695	0.348	5.124	0.207	3.237
OGLE-BLG-T2CEP-335	BLG256.8	133142	 18:23:35.87	-26:06:08.4	WVir	14.616	16.308	5.0915727	0.0004099	5004.64189	0.418	0.195	1.610	0.047	1.470
OGLE-BLG-T2CEP-336	BLG366.6	63072	 17:05:31.83	-32:39:32.1	RVTau	13.221	15.600	44.1674654	0.1174946	5038.83778	0.353	0.473	5.887	0.122	5.283
OGLE-BLG-T2CEP-337	BLG330.4	16333	 17:28:40.13	-29:19:11.5	RVTau	13.586	16.002	20.2557040	0.0163988	5006.94629	0.982	0.166	6.255	0.041	4.456
OGLE-BLG-T2CEP-338	BLG202.6	101193	 17:29:43.03	-39:46:23.7	RVTau	13.819	16.131	25.0836980	0.0079530	5019.02448	0.844	0.055	5.991	0.027	1.875
OGLE-BLG-T2CEP-339	BLG203.4	91851	 17:30:49.66	-39:01:37.5	RVTau	13.316	16.049	37.1429357	0.0454991	5000.22806	0.759	0.210	0.002	0.115	6.229
OGLE-BLG-T2CEP-340	BLG344.3	37800	 17:44:32.80	-23:39:30.3	RVTau	14.852	18.148	42.4107600	0.0317501	5039.42971	0.934	0.248	0.858	0.074	2.636
OGLE-BLG-T2CEP-341	BLG179.5	87981	 17:49:34.74	-30:21:10.2	RVTau	18.171	-99.99	46.3244800	0.0123427	5025.03792	0.241	0.380	3.018	0.081	0.296
OGLE-BLG-T2CEP-342	BLG123.5	57320	 17:50:52.12	-34:36:04.6	RVTau	12.768	14.544	31.0476277	0.0035423	5007.91342	0.842	0.110	5.879	0.048	0.788
OGLE-BLG-T2CEP-343	BLG118.3	140788	 17:52:29.67	-35:15:35.4	RVTau	16.499	18.995	24.8080724	0.0016555	5001.62443	0.978	0.033	2.105	0.196	4.871
OGLE-BLG-T2CEP-344	BLG195.5	93752	 17:53:20.58	-29:02:37.0	RVTau	13.200	16.279	42.2345988	0.0069210	5023.73669	0.231	0.288	0.485	0.103	5.924
OGLE-BLG-T2CEP-345	BLG195.3	125143	 17:54:42.24	-29:11:43.3	RVTau	15.034	18.407	36.9154894	0.0056145	5032.19917	0.596	0.097	5.439	0.056	1.578
OGLE-BLG-T2CEP-346	BLG119.6	75214	 17:54:48.84	-35:19:51.7	RVTau	13.160	-99.99	29.8350183	0.0129692	5016.10822	1.357	0.181	0.032	0.098	5.450
OGLE-BLG-T2CEP-347	BLG205.8	93	 17:56:01.00	-29:10:08.7	RVTau	14.900	18.011	25.5794121	0.0008637	5002.38988	0.604	0.322	1.477	0.165	2.205
OGLE-BLG-T2CEP-348	BLG205.6	64226	 17:57:14.02	-28:50:56.1	RVTau	15.813	18.559	36.3246400	0.0080797	5020.41408	0.316	0.169	0.480	0.128	0.077
OGLE-BLG-T2CEP-349	BLG214.1	97808	 17:58:42.30	-28:32:10.1	RVTau	13.146	15.254	51.4704100	0.0204518	5014.42921	0.364	0.061	4.764	0.133	1.910
OGLE-BLG-T2CEP-350	BLG215.6	178419	 18:00:02.03	-28:11:18.0	RVTau	14.158	16.312	43.6047526	0.0442639	5040.14602	0.577	0.138	6.091	0.060	0.446
OGLE-BLG-T2CEP-351	BLG241.5	131671	 18:04:59.19	-26:12:31.9	RVTau	13.364	16.009	44.1236751	0.0320415	5015.59948	0.462	0.076	6.151	0.179	4.478
OGLE-BLG-T2CEP-352	BLG217.5	108322	 18:05:06.31	-28:05:54.9	RVTau	12.154	14.231	52.1792671	0.0768305	5029.78236	0.234	0.458	4.932	0.026	0.476
OGLE-BLG-T2CEP-353	BLG249.4	51258	 18:06:08.88	-25:41:57.2	RVTau	14.568	17.247	28.9739009	0.0095785	5010.54853	0.274	0.077	5.470	0.020	2.173
OGLE-BLG-T2CEP-354	BLG236.5	174020	 18:09:34.10	-26:49:10.5	RVTau	13.200	16.147	33.2305181	0.0050355	5000.78324	0.484	0.163	5.662	0.054	5.144
OGLE-BLG-T2CEP-355	BLG237.1	71710	 18:13:42.12	-27:20:20.5	RVTau	12.570	13.962	21.4267746	0.0085991	5012.96363	0.725	0.079	0.308	0.064	2.032
OGLE-BLG-T2CEP-356	BLG256.5	94977	 18:23:46.87	-25:40:20.5	RVTau	13.446	14.889	35.4781155	0.0363260	5023.71038	0.756	0.118	5.886	0.060	0.446
OGLE-BLG-T2CEP-357	BLG264.5	102820	 18:25:24.49	-25:02:06.1	RVTau	12.232	13.448	58.4803529	0.4436361	5006.47670	0.753	0.197	4.457	0.282	5.253
